first_col	r1	r2	r3	r4	r5
7461	1	0	1	0	0
7462	1	1	1	1	0
7683	1	0	1	0	0
7684	0	1	0	1	0
7685	1	0	1	0	0
7686	0	1	1	1	1
7687	0	1	1	0	0
7688	1	0	0	1	0
7690	0	0	0	0	1
7691	1	0	1	0	0
7692	1	0	1	1	1
7693	0	1	0	0	0
7694	0	0	1	1	1
7695	1	1	0	0	0
7696	0	1	0	0	0
7697	0	1	0	1	0
7698	1	0	1	1	0
7699	0	1	0	0	1
7700	1	1	0	1	1
7701	0	0	1	0	0
7702	1	0	0	0	1
7703	1	0	1	0	1
7704	0	1	1	0	0
7705	0	0	0	1	0
7706	0	0	1	1	1
7707	0	1	1	0	1
7708	0	1	1	0	0
7710	0	1	1	1	0
7711	0	0	1	0	1
7712	0	1	0	0	0
7713	1	1	0	1	0
7714	0	1	0	1	1
7715	1	1	0	0	0
7716	1	1	0	0	0
7717	0	0	1	0	0
7719	0	1	1	1	0
29831	0	1	1	0	0
26404	1	1	0	0	0
29832	0	1	0	1	1
7631	1	0	0	0	0
11034	0	1	1	1	1
13811	0	1	0	0	0
11040	0	1	0	0	0
11071	0	0	1	0	1
11072	1	1	1	0	1
11073	1	0	0	0	1
11077	0	1	0	1	0
11078	0	0	0	1	1
10912	0	1	0	0	1
10975	0	0	1	0	1
10976	0	1	0	0	0
10977	1	0	1	0	0
10978	1	0	1	1	0
19721	1	1	1	1	0
28777	1	1	0	0	1
14573	0	0	1	0	0
20461	0	1	0	1	0
20567	1	0	0	1	0
7849	0	0	1	0	1
7850	0	1	1	1	1
7851	1	1	0	0	1
7852	1	0	0	1	1
10006	0	1	1	0	1
14572	0	1	0	1	0
10910	0	1	0	1	1
10911	0	0	0	0	0
20989	0	1	1	1	1
17877	0	0	0	1	1
16789	0	1	0	1	1
30092	0	0	0	0	0
23287	0	1	0	0	0
7861	1	0	0	1	0
9160	1	0	0	1	0
7876	1	0	0	0	1
10963	1	1	1	1	0
23614	0	1	1	0	1
17144	1	0	0	1	0
17818	0	1	0	0	0
17820	1	1	0	1	0
8021	0	0	1	0	1
8022	1	0	1	1	1
8918	0	1	1	1	1
15769	0	1	0	0	0
4678	0	1	0	1	0
14073	0	0	1	1	0
804	0	0	0	1	1
808	0	1	0	1	0
799	0	1	1	1	0
805	0	0	1	1	1
806	1	0	0	1	0
800	1	0	1	1	0
801	1	0	1	1	1
10856	1	0	0	1	1
8512	0	1	1	1	0
18606	0	0	1	0	1
8527	1	0	1	1	0
2698	0	0	0	0	0
987	0	1	0	0	0
986	1	0	1	0	0
12563	0	1	1	0	1
8149	0	1	1	1	1
8109	1	1	0	0	1
8091	0	0	1	1	1
10993	0	1	0	0	0
10994	0	0	1	0	1
3018	1	0	0	1	0
2590	1	0	1	1	1
2591	0	1	1	1	0
2592	0	0	0	1	1
2593	1	0	1	1	0
2594	0	1	0	0	1
2600	0	0	1	1	0
2605	1	0	1	1	1
2608	1	0	0	0	1
2652	1	0	0	0	0
2632	0	0	1	0	0
2615	0	1	1	0	0
17450	0	1	1	1	1
2640	0	0	1	0	0
18857	1	0	0	0	1
2653	0	0	1	1	1
25846	0	0	1	1	0
9721	0	0	1	1	1
8574	1	1	1	0	1
8575	1	0	0	0	1
8576	1	0	0	1	0
8579	1	0	0	1	0
9040	1	0	0	1	0
16872	1	1	1	0	1
13542	0	0	1	1	1
33	1	0	0	0	0
9067	1	0	0	1	0
9068	0	0	1	1	1
19288	0	1	1	1	0
9081	1	0	0	0	0
9082	0	1	0	1	1
9083	1	0	1	0	1
8636	1	0	0	1	1
8772	1	0	0	0	1
8773	1	1	1	1	1
8774	1	1	0	0	0
8775	0	0	0	0	0
8776	0	0	1	1	0
8777	0	0	1	0	0
8778	1	0	1	1	0
8779	0	0	1	0	1
8780	0	0	1	0	0
8781	0	0	1	0	0
8782	0	0	0	0	0
8783	0	0	1	0	0
8791	1	1	1	1	0
8792	1	0	1	0	0
8793	1	1	0	0	1
8794	0	0	0	0	0
8784	1	0	1	0	1
8785	0	0	1	1	0
8786	0	0	0	0	1
8787	0	0	1	0	0
8788	0	0	1	0	1
8789	0	1	1	1	0
8790	0	0	0	0	1
8795	1	0	1	0	1
2896	1	1	0	1	1
8806	0	0	1	0	0
8808	1	1	1	1	1
8807	1	0	1	0	1
30260	1	1	0	1	0
13531	0	1	0	0	1
8724	0	1	1	1	1
8725	0	1	0	1	1
8830	1	0	1	1	1
8878	1	1	1	0	1
8876	0	0	0	0	1
8877	0	0	0	1	0
8923	1	1	0	1	1
17890	0	0	0	1	1
9592	1	1	1	1	0
17822	1	1	1	1	1
9599	1	1	0	0	0
4458	1	0	1	0	1
9603	1	1	1	1	0
8896	0	0	1	1	0
8898	0	1	1	0	1
8903	0	1	0	1	0
8909	1	0	0	1	1
8905	0	1	1	1	1
8906	1	0	0	1	0
30029	1	0	1	1	1
26965	0	1	1	1	1
9604	0	1	0	0	0
9605	1	1	1	0	1
11573	1	1	1	0	0
8582	1	0	0	1	1
8940	0	1	1	1	0
9588	1	1	1	0	0
11504	0	0	0	0	1
8994	1	1	1	1	1
8995	1	0	0	0	1
8996	1	0	0	1	0
30031	1	0	1	1	0
8983	0	0	0	0	0
8984	1	0	0	0	0
16977	0	0	0	1	1
8978	0	0	0	1	1
30035	1	0	1	1	0
8975	1	0	0	0	0
8979	1	1	0	0	1
8980	0	0	0	1	1
8981	0	0	1	1	1
8976	1	0	0	1	1
8977	0	0	1	0	0
8108	1	1	1	1	1
15917	0	0	1	1	0
17175	0	1	0	0	0
19218	1	1	1	1	0
26462	1	1	1	0	1
29037	0	0	0	0	1
29185	1	1	0	1	1
9055	0	0	0	0	0
9056	1	0	1	1	0
9059	1	0	0	1	0
9060	1	0	1	0	0
9061	1	0	0	0	1
9062	1	1	0	1	0
9063	1	1	1	1	1
9065	1	1	0	1	0
9066	0	1	0	0	1
8971	0	0	1	1	1
8972	1	1	1	0	0
8973	1	1	0	0	0
23785	1	0	1	0	1
8974	0	0	0	0	1
14135	0	1	0	0	0
3006	0	1	1	1	0
3046	1	0	0	0	0
8957	0	0	1	1	1
8960	0	1	1	1	0
8964	1	1	1	0	0
10989	1	0	0	0	0
10932	0	0	0	1	0
10931	1	1	0	1	0
10930	0	0	0	0	1
10929	1	0	0	0	1
11019	1	1	0	0	0
11020	0	0	1	1	0
10946	0	1	0	1	1
10947	1	1	1	0	1
20305	1	1	0	0	1
18554	1	0	1	1	1
24791	0	1	0	1	0
30040	0	0	1	1	0
9031	0	0	1	1	0
9036	0	0	0	0	0
9038	0	0	0	1	0
9039	1	0	1	0	0
13414	1	0	0	0	1
9029	1	1	0	0	1
9030	0	0	1	0	0
9033	1	0	1	1	1
9114	1	0	1	0	0
9115	1	0	0	1	0
9141	0	1	0	0	0
17269	0	1	0	1	1
18360	0	0	0	1	0
17313	1	0	0	0	1
12705	0	0	0	0	1
12706	1	1	0	0	1
16431	0	0	1	1	0
15894	1	1	0	1	0
19365	1	0	0	0	1
19366	0	0	0	1	1
8598	0	0	1	1	1
30042	0	0	0	1	1
9226	1	1	1	1	0
9228	1	1	0	1	1
9229	1	0	1	1	1
9230	1	1	1	1	1
28883	0	0	0	0	0
395	1	1	1	1	0
28107	1	1	0	0	1
8653	0	1	0	1	0
8654	0	0	1	1	1
25686	0	1	1	1	0
9280	0	0	0	1	1
16753	1	0	1	0	1
3423	0	0	0	0	0
7218	0	1	0	0	0
8863	0	0	1	0	1
67	1	1	0	0	0
17325	1	1	1	0	0
8546	0	0	0	1	1
8548	1	0	0	0	0
8547	0	0	1	0	1
9453	1	1	0	1	1
10955	0	1	1	0	0
11054	1	0	1	1	0
9462	1	0	0	1	1
9463	1	1	1	0	1
9465	0	0	1	0	1
8999	0	1	0	0	1
19129	0	0	0	1	1
9577	1	0	0	0	1
9587	1	1	0	0	0
15463	0	0	0	0	1
18431	1	0	1	1	0
19748	0	0	1	0	1
9689	1	0	0	1	1
10540	0	0	0	1	1
23160	0	1	0	1	1
8819	0	0	0	0	0
9021	0	0	0	1	1
9020	1	0	1	1	0
12576	0	0	1	1	0
4632	0	0	0	1	0
4638	1	1	0	1	0
4626	0	1	1	0	1
30324	0	1	0	0	0
29674	0	1	1	0	0
9940	1	0	1	1	0
14423	0	0	1	1	0
17964	1	0	0	0	0
19975	1	1	1	0	1
19977	0	1	0	0	1
19978	1	0	1	1	0
19979	1	0	0	0	0
30311	1	0	0	1	1
24157	0	0	0	1	1
17296	0	1	0	1	1
33128	1	1	0	0	1
33159	1	1	0	1	1
14418	0	0	1	0	0
6678	1	1	1	0	0
24474	0	1	1	0	0
8646	0	0	0	0	1
11425	0	0	0	0	0
14903	1	1	0	1	0
30502	0	1	1	1	1
12537	1	1	0	0	0
12544	0	0	0	1	0
12545	0	1	1	0	1
12546	1	1	0	1	1
13479	1	1	1	0	0
16058	0	1	0	1	1
33238	0	0	0	0	1
20837	0	1	0	1	1
17449	0	0	0	1	1
16906	1	0	0	0	0
7061	0	1	0	1	1
12388	1	0	0	1	1
1549	0	0	1	1	1
16985	0	0	0	0	0
2158	0	0	1	0	0
2603	0	0	1	1	0
20581	0	0	0	1	0
3402	0	1	0	1	0
3401	0	0	0	1	1
23786	1	1	0	0	0
8997	1	0	0	1	0
8998	0	0	1	0	1
13734	0	1	1	0	0
2097	0	0	1	1	0
15722	0	1	1	1	1
17245	0	1	0	1	1
2296	1	1	1	0	0
2297	0	0	0	0	0
12019	1	0	0	1	0
14118	1	1	0	1	0
14120	0	0	1	0	1
30748	1	0	0	1	1
18704	0	1	0	0	0
26820	0	1	0	1	0
2707	0	0	0	0	1
6344	1	1	0	1	0
929	1	1	0	1	1
12555	0	1	0	0	1
7451	0	1	0	1	0
16049	1	0	1	1	1
34	0	0	0	1	0
24887	1	1	1	0	1
30650	0	0	1	1	1
9919	1	0	0	0	1
9922	0	0	0	0	1
9920	1	0	0	1	1
16187	0	1	0	1	1
30224	0	0	0	0	0
30225	0	1	0	1	1
3769	1	0	1	1	0
3770	1	1	1	1	1
3771	0	0	1	1	0
3772	0	0	1	0	1
3773	0	1	1	1	1
13265	0	1	1	1	0
15654	1	1	1	1	1
20244	1	1	1	0	1
20583	0	1	1	1	1
2611	1	1	1	0	1
2634	0	0	1	1	0
10451	1	1	0	1	0
10452	1	0	0	0	0
26057	0	1	0	0	0
10293	1	1	0	1	0
10297	1	0	1	0	0
10862	0	1	0	0	1
10863	0	0	0	0	0
10864	0	0	0	0	1
10866	0	1	1	0	0
10860	0	0	0	0	0
17223	0	0	0	1	0
5193	1	0	1	0	0
5389	1	1	0	1	0
19419	0	0	1	1	1
5194	1	1	1	1	0
5200	1	0	0	0	0
5195	0	0	0	1	1
5196	0	1	0	1	0
5198	1	0	1	1	1
14178	0	0	1	1	1
17422	0	0	1	0	1
17423	0	0	0	1	0
21755	1	0	0	1	0
24464	0	1	1	1	0
714	1	1	1	1	0
1970	1	0	1	0	1
1972	0	0	0	0	1
1973	0	0	1	0	0
6938	1	1	0	1	1
1969	1	0	1	0	1
1971	1	1	0	1	0
13817	1	1	0	1	1
19133	0	1	1	1	1
19134	0	1	0	1	0
5201	0	0	0	1	1
4422	0	0	0	0	0
17366	0	0	0	1	0
26309	1	1	1	1	1
5028	0	1	1	0	1
10536	0	0	0	1	1
17720	0	0	1	1	1
11184	1	1	1	1	0
22204	1	0	0	0	1
18161	1	0	1	1	1
19685	1	1	0	0	1
19686	1	1	1	0	1
10916	0	1	0	1	1
11277	1	1	1	0	0
11278	0	1	0	1	1
16253	0	0	1	1	0
3465	1	0	0	1	1
10817	1	0	0	0	0
21328	1	0	0	0	1
7759	1	0	0	1	0
10872	0	0	0	1	0
11240	0	0	0	1	0
18859	0	0	1	1	0
14240	0	0	0	1	1
23764	1	0	0	1	1
32949	1	1	1	1	0
11120	1	1	0	1	1
11121	1	0	0	1	1
29799	0	1	0	0	1
14467	1	0	1	0	0
14468	1	1	0	0	0
14469	1	0	1	1	1
14471	1	1	0	0	0
15827	0	0	0	1	0
11296	0	1	1	1	0
11179	0	1	1	0	0
11181	0	0	0	1	0
11180	0	0	0	1	0
11257	1	0	1	0	1
11123	0	0	1	1	1
11279	0	0	0	1	0
3629	0	1	0	0	1
11284	1	1	1	0	0
11285	1	0	1	0	0
19	1	0	1	0	1
6069	1	1	0	1	0
11050	1	0	1	1	0
18080	0	1	1	0	0
10867	0	0	1	0	1
19342	1	1	0	0	1
19343	1	1	1	0	0
23364	0	1	0	0	0
10869	1	1	0	0	0
17827	0	1	0	1	1
10680	0	0	1	1	0
10681	0	0	1	0	0
10682	1	1	1	0	0
10683	1	0	0	0	1
11460	0	1	1	1	1
11559	0	1	1	0	0
20324	1	1	1	0	1
7863	0	0	1	0	0
18987	0	1	0	1	0
10938	1	1	1	1	1
30404	1	1	0	0	0
26160	0	1	1	1	1
10923	1	0	0	0	0
11834	1	1	0	0	1
11835	0	0	0	0	1
25313	0	1	0	1	1
17358	1	0	1	1	1
3148	1	1	0	1	0
12441	0	0	0	0	0
18308	0	1	1	0	0
12009	1	0	1	0	0
12437	0	0	1	0	1
18155	0	0	0	0	1
20667	1	0	0	1	1
12266	1	0	0	1	1
26210	1	0	0	1	1
12008	1	0	1	0	1
20692	0	0	1	1	1
11708	0	0	1	1	1
27269	0	1	0	0	1
11609	1	1	1	0	1
11782	0	0	1	1	1
12450	0	0	0	0	0
4116	1	0	1	0	1
12457	0	0	1	0	0
28082	0	0	0	0	0
11022	0	0	0	1	0
12525	1	0	1	0	0
20800	0	1	1	1	1
11023	1	0	0	1	1
20584	0	1	1	0	1
20799	0	0	0	1	0
17729	0	0	0	1	0
3357	1	1	1	1	0
6480	0	1	1	1	1
12524	0	1	1	1	0
12592	0	1	1	1	0
12591	0	0	1	0	1
26444	0	0	0	0	1
10918	0	0	1	0	1
10919	0	0	1	0	1
15938	0	0	0	1	1
12839	1	0	0	0	1
15516	1	0	1	1	1
15517	1	0	1	0	1
18985	0	1	0	0	0
7056	1	0	1	1	1
17345	0	1	0	0	0
2295	0	0	1	0	0
3976	1	1	0	1	1
3999	1	1	1	1	0
17819	1	1	1	0	0
38831	0	0	0	1	1
29878	1	1	1	0	0
20123	1	0	0	1	1
4251	0	0	1	0	1
26891	0	1	1	1	1
4259	0	0	0	1	1
16437	0	1	1	0	1
18596	0	1	0	0	0
33426	1	0	1	1	1
29268	1	0	0	1	0
9325	1	1	1	0	1
9326	0	0	1	0	1
19691	0	0	1	0	0
24247	1	1	0	1	0
32393	0	0	0	1	1
30450	0	0	1	0	1
9755	1	0	0	1	1
21088	0	0	1	1	1
23506	1	0	1	1	1
30262	0	1	1	1	1
2649	0	0	1	1	0
19953	0	1	1	0	1
18281	1	1	1	1	1
3791	1	0	0	1	1
3793	1	1	0	0	1
3795	1	1	1	0	1
26063	0	1	1	0	1
1382	1	1	0	1	0
59	1	1	0	1	0
6257	0	1	1	1	1
6269	0	0	1	1	1
60	1	0	1	0	1
10907	0	1	0	0	0
11012	0	1	1	0	1
11024	0	1	1	1	1
